text	emotions	text_proc	cat1_score	cat2_score	cat3_score
I may start a new post about it.	[0, 0, 0, 0, 0, 0]	i may start a new post about it .	0.027429189532995224	0.013930948451161385	0.01686231791973114
If it is, how does one find a dcotor that allows this?I have been more depressed not having energy, being depressed and not having a sexual appitite than having my initial diagnosis ten years ago.	[0, 0, 0, 0, 1, 0]	if it is , how does one find a dcotor that allows this ? i have been more depressed not having energy , being depressed and not having a sexual appitite than having my initial diagnosis ten years ago .	0.8531904816627502	0.049418311566114426	0.06832218170166016
Remember that they are cutting through muscle and possibly tendons.	[0, 0, 0, 0, 0, 0]	remember that they are cutting through muscle and possibly tendons .	0.5305075645446777	0.02380104921758175	0.04108181595802307
I have not regrown hair under either arm and I seem to have no sweat glands.	[0, 0, 0, 0, 0, 0]	i have not regrown hair under either arm and i seem to have no sweat glands .	0.39083772897720337	0.018695225939154625	0.017637116834521294
Congrats what wonderful news, have a wonderful dance	[0, 0, 0, 0, 0, 0]	congrats what wonderful news , have a wonderful dance	0.015256923623383045	0.017175043001770973	0.02708744816482067
I developed an infection on the left breast that ended up having to have the left expander removed.	[0, 0, 0, 0, 0, 0]	i developed an infection on the left breast that ended up having to have the left expander removed .	0.4139852821826935	0.0276962723582983	0.03278406336903572
Thanks <PERSON>, things are moving very slow here including me.	[0, 0, 0, 0, 0, 0]	thanks <person> , things are moving very slow here including me .	0.03932494670152664	0.013159460388123989	0.013674787245690823
Just started taxotere and going for three shots after.	[0, 0, 0, 0, 0, 0]	just started taxotere and going for three shots after .	0.019500454887747765	0.015643281862139702	0.019805485382676125
"Take care and God Bless,
JaneEllen"	[0, 0, 0, 0, 0, 0]	take care and god bless , janeellen	0.0502718947827816	0.012706858105957508	0.012480422854423523
how sad that we are in the 2006 and still have no cure for this dreaded desease.	[0, 0, 0, 0, 1, 0]	how sad that we are in the 2006 and still have no cure for this dreaded desease .	0.08000623434782028	0.016652127727866173	0.017297225072979927
I hate seeing him in so much pain and being so depressed.	[0, 0, 0, 0, 1, 0]	i hate seeing him in so much pain and being so depressed .	0.19861380755901337	0.01662786863744259	0.011809246614575386
And am trying to get money to get them removed.	[0, 0, 0, 0, 0, 0]	and am trying to get money to get them removed .	0.035159990191459656	0.013302121311426163	0.01328826043754816
"I have been given permission to ""fold"" laundry while sitting down."	[0, 0, 0, 0, 0, 0]	"i have been given permission to "" fold "" laundry while sitting down ."	0.03020305186510086	0.01385823916643858	0.01434513833373785
Your letter has helped give me hope and i cant thank you enough.	[0, 0, 0, 0, 0, 0]	your letter has helped give me hope and i cant thank you enough .	0.031153585761785507	0.014079357497394085	0.01599367894232273
"I am sure the very small minded people that develop these system invaders never gave ""us"" a second thought."	[0, 0, 0, 0, 0, 1]	"i am sure the very small minded people that develop these system invaders never gave "" us "" a second thought ."	0.021903429180383682	0.014955169521272182	0.023260915651917458
Did you swim before or is this a new thing?	[0, 0, 0, 0, 0, 0]	did you swim before or is this a new thing ?	0.04222733899950981	0.01469392515718937	0.012754281051456928
Not a pretty time, or sight to say the least.	[0, 0, 0, 0, 1, 0]	not a pretty time , or sight to say the least .	0.023516759276390076	0.016482951119542122	0.023640455678105354
The procedure sounds very promising with supposedly very little side affects.	[0, 0, 0, 0, 0, 0]	the procedure sounds very promising with supposedly very little side affects .	0.4708864092826843	0.17850013077259064	0.196366548538208
I would be interested in talking about dealing with it.	[0, 0, 0, 0, 0, 0]	i would be interested in talking about dealing with it .	0.030727090314030647	0.01623569428920746	0.01955105923116207
"Every time I posted the ""edit"" stayed on the bottom of my post no matter what I did."	[0, 0, 0, 0, 0, 0]	"every time i posted the "" edit "" stayed on the bottom of my post no matter what i did ."	0.02057710289955139	0.015485143288969994	0.020361658185720444
Her cancer is a 1 T .How many rounds did you have .And how many times a week s did you have your chemo.Sorry don't know any one that has breast cancer.Thank you..   shirley	[0, 0, 0, 0, 1, 0]	her cancer is a 1 t . how many rounds did you have . and how many times a week s did you have your chemo.sorry do n't know any one that has breast cancer.thank you .. shirley	0.36731791496276855	0.01861291006207466	0.01724104955792427
I remember the day my dad decided to stop treatment.	[0, 0, 0, 0, 1, 0]	i remember the day my dad decided to stop treatment .	0.034679658710956573	0.014466406777501106	0.014897440560162067
Ofcourse it is the mom in you that keeps enabling her.	[0, 0, 0, 0, 0, 0]	ofcourse it is the mom in you that keeps enabling her .	0.027512960135936737	0.013667392544448376	0.018112389370799065
He is NOT the typical 91 year old.	[0, 0, 0, 0, 0, 0]	he is not the typical 91 year old .	0.0648367702960968	0.017128445208072662	0.02429800108075142
If it was the bladder then the entire urine would be diluted with blood, not the initial stream.	[0, 0, 0, 0, 0, 0]	if it was the bladder then the entire urine would be diluted with blood , not the initial stream .	0.7286961078643799	0.042435284703969955	0.07077793031930923
I am sorry for your diagnosis-especially right after your stepmom dying.Words fail me.	[0, 0, 0, 0, 1, 0]	i am sorry for your diagnosis-especially right after your stepmom dying.words fail me .	0.0708201602101326	0.013812053948640823	0.011790542863309383
Thanks for reminding me to refocus on my prayer.	[0, 0, 0, 0, 0, 0]	thanks for reminding me to refocus on my prayer .	0.021105127409100533	0.015119589865207672	0.02149871550500393
I talked to the lab in California yesterday (Genomic??).	[0, 0, 0, 0, 0, 0]	i talked to the lab in california yesterday ( genomic ? ? ) .	0.015022669918835163	0.019309069961309433	0.0368652269244194
Went to the barber shop yesterday for my 6 week hair cut and it was filed with guys from 45-70 (including the 4 barbers)…Stuart who has been cutting my hair long than my youngest (16 years) asked how my surgery went… <PERSON> him a few details and a guy in his 50’s waiting to get his hair cut said “…you are too young to have PCa…” “..so you wearing diaper now…hah ha…” …oh so you can’t have an orgasm anymore….”  And a few other choice things….Interest, he asked at the end of his comments what my <PERSON> score was and what was my PSA…now on top of this most of the guys at the barber shop were very uncomfortable about this discussion of PCa (a couple actually voiced it)You would think this guy was a Class AAA jerk but I listened then responded….I showed him I was not wearing diapers (since he made such a point of it … gave him a “moon” too), I informed him I knew guys  in their 40’s with PCa…I let  him know that a guy of his age he knew little about sexuality and told where orgasms came from….I told him my <PERSON> pre and post and that my PSA was only 2.82….He got white and said “your PSA was to low to have PCA…”  I assured him that it was not and went over my post surgery pathology with him…Anyway the guy with attitude and basically ridiculed me admitted to a PSA over 10 and a biopsy he did not want to discuss….	[0, 0, 0, 0, 0, 1]	went to the barber shop yesterday for my 6 week hair cut and it was filed with guys from 45-70 ( including the 4 barbers ) … stuart who has been cutting my hair long than my youngest ( 16 years ) asked how my surgery went … <person> him a few details and a guy in his 50 ’ s waiting to get his hair cut said “ … you are too young to have pca … ” “ .. so you wearing diaper now … hah ha … ” … oh so you can ’ t have an orgasm anymore … . ” and a few other choice things … . interest , he asked at the end of his comments what my <person> score was and what was my psa … now on top of this most of the guys at the barber shop were very uncomfortable about this discussion of pca ( a couple actually voiced it ) you would think this guy was a class aaa jerk but i listened then responded … . i showed him i was not wearing diapers ( since he made such a point of it … gave him a “ moon ” too ) , i informed him i knew guys in their 40 ’ s with pca … i let him know that a guy of his age he knew little about sexuality and told where orgasms came from … . i told him my <person> pre and post and that my psa was only 2.82 … . he got white and said “ your psa was to low to have pca … ” i assured him that it was not and went over my post surgery pathology with him … anyway the guy with attitude and basically ridiculed me admitted to a psa over 10 and a biopsy he did not want to discuss … .	0.09066861122846603	0.015458233654499054	0.015415298752486706
I was diagnosed with sclc in May 2002.	[0, 0, 0, 0, 0, 0]	i was diagnosed with sclc in may 2002 .	0.23445309698581696	0.045601941645145416	0.06379134207963943
plus I could use some good ideas for PT	[0, 0, 0, 0, 0, 0]	plus i could use some good ideas for pt	0.021664852276444435	0.01591745764017105	0.02574007399380207
your comments brought tears to my eyes -which is no easy feat because i'm not that emotional!	[0, 0, 0, 0, 1, 0]	your comments brought tears to my eyes - which is no easy feat because i ' m not that emotional !	0.05519319698214531	0.012539392337203026	0.011898753233253956
One of the tests was a colonoscopy (he was already dehydrated and he had to drink a gallon of that junk for the test).	[0, 0, 0, 0, 0, 0]	one of the tests was a colonoscopy ( he was already dehydrated and he had to drink a gallon of that junk for the test ) .	0.20909731090068817	0.018153371289372444	0.018749579787254333
I had 4 rounds of Taxol / Carboplatin.	[0, 0, 0, 0, 0, 0]	i had 4 rounds of taxol / carboplatin .	0.34561169147491455	0.044823940843343735	0.0873829573392868
You've been in my thoughts a lot, too.	[0, 0, 0, 0, 0, 0]	you ' ve been in my thoughts a lot , too .	0.02697259746491909	0.015062933787703514	0.017436470836400986
This is a great site for info about different chemotherapies.	[0, 0, 0, 0, 0, 0]	this is a great site for info about different chemotherapies .	0.3961203098297119	0.5312411785125732	0.7708585858345032
was the previous photo really you?	[0, 0, 0, 1, 0, 0]	was the previous photo really you ?	0.019639380276203156	0.01620248332619667	0.023037761449813843
May try the baking soda as a precaution.	[0, 0, 0, 0, 0, 0]	may try the baking soda as a precaution .	0.055842842906713486	0.013200080953538418	0.01447230949997902
