	text	emotions
7311	If I find I can't do it, I'll have to quit my job and apply.	[1, 0, 0, 0, 0, 0]
7312	I think some constipation hasn't helped me feel very well also.	[1, 0, 0, 0, 0, 0]
7313	I am nervous for my first chemo, they recommeded I have the chemo before the surgery to shrink it, it covers more than half my breast, I am currently waiting my results from my pet scan to see if the cancer is anywhere else.	[1, 0, 0, 0, 0, 0]
7314	sclc can spread so quickly and the brain is one of the areas first affected.	[1, 0, 0, 0, 0, 0]
7315	Hopefully the copy I ordered will be delivered today.	[1, 0, 0, 0, 0, 0]
7316	I was long treated in dear clinics, but nothing helped.	[1, 0, 0, 0, 0, 0]
7317	Surgery is damaging guys important function to control micturation and hold urine where is supposed to be and erectile function which means continuation of QoL.	[1, 0, 0, 0, 1, 0]
7318	My 77-year-old Father was recently diagnosed with invasive adenosquamous carcinoma of the lung.	[1, 0, 0, 0, 1, 0]
7319	But I was wondering if this is as good as it is going to get?	[1, 0, 0, 0, 0, 0]
7320	The final killer of his appetite was the pain meds they gave him.	[1, 0, 0, 0, 0, 0]
7321	I am scheduled for another scoping.I am just settling in now to endure until this period of my life is over.	[1, 0, 0, 0, 1, 0]
7322	If your worst worries come true, you are prepared.	[1, 0, 0, 0, 0, 0]
7323	My therapist has worked wonders with the scar and the underlying tissues.	[1, 0, 1, 0, 1, 0]
7324	I left the surgeons office thinking I was going to die any day.	[1, 0, 0, 0, 1, 0]
7325	I am just wondering now if they will change the course if treatment now that the cancer has been identified????	[1, 0, 0, 0, 0, 0]
7326	Today is the first day home and I'm scared.	[1, 0, 0, 0, 0, 0]
7327	My Mom was diagnosed with Stage I left breast mammary/ductal ca in 2010.	[1, 0, 1, 0, 0, 0]
7328	We were all scared and we get scared every time something different happens.	[1, 0, 0, 0, 0, 0]
7329	They will be removing my left upper lobe of my lung.	[1, 0, 0, 0, 0, 0]
7330	So, since 'red devil' is typically a breast cancer chemo drug, I hopped on here to find out more and ask questions.	[1, 0, 0, 0, 0, 0]
7331	"I have another surgery this coming Friday, so I guess we'll be healing ""together""."	[1, 0, 0, 0, 0, 0]
7332	He will be removing the lower lobe of my left lung and taking a few nearby lymph nodes for testing.	[1, 0, 0, 0, 1, 0]
7333	It was little but looked like it might have had some blood in it.	[1, 0, 0, 0, 0, 0]
7334	I was so week I could not even walk.	[1, 0, 0, 0, 0, 0]
7335	You really should go to the site for the young women coalition above.	[1, 0, 0, 0, 0, 0]
7336	One should also pursue additional tests like; PAP, Testosterone, Bone densitometry, and UTI & Urine culture.	[1, 0, 0, 0, 1, 0]
7337	So it has been decided that we will take the risk.	[1, 0, 0, 0, 0, 0]
7338	Have tumors in most of my torso bones & left lung.	[1, 0, 0, 0, 1, 0]
7339	I had no surgery but the tumor was reduced to scar tissue.	[1, 0, 0, 0, 0, 0]
7340	While spending time with him earlier today I was told that his O2 stats were very low in spite of the intubation.	[1, 0, 0, 0, 0, 1]
7341	I have a lot burning feeling and belching.	[1, 0, 0, 0, 0, 0]
7342	I, like the others am not familar with bone cancer, but it sounds like its gone.	[1, 0, 0, 0, 0, 0]
7343	I'm scared to stop but I'm scared to continue.	[1, 0, 0, 0, 0, 0]
7344	It was the most uncomfortable hour I'd spent in a long time.	[1, 0, 0, 0, 0, 0]
7345	Hope, love, and respect--a nice combo, eh?	[1, 0, 1, 0, 0, 0]
7346	In my case, my surgery was done laparoscopically and it was not bad at all.	[1, 0, 0, 0, 0, 0]
7347	A biopsy was completed and on <PERSON>, my mother was told she has small cell carcinoma of the lungs.	[1, 0, 0, 0, 0, 0]
7348	"You have to be poor to qualify for ""entitlements"" that include Medicaid."	[1, 0, 0, 0, 0, 0]
7349	My cancer was very rare, non invasive <PERSON>.	[1, 0, 0, 0, 0, 0]
7350	I can't imagine losing mine as I think my heart would break in half.	[1, 0, 0, 0, 1, 0]
7351	I may lose my house to cancer if I can't save it.	[1, 0, 0, 0, 0, 0]
7352	A bronchoscopy showed a lump in his lung.	[1, 0, 0, 0, 0, 0]
7353	I can no longer take adeep breath without terrible pain.	[1, 0, 0, 0, 0, 0]
7354	"its normal i can say it is good that i did
keep checking i just found a lump on my good side because i kept checking i went in for a mammogram and ultra sound just waiting on results."	[1, 0, 1, 0, 0, 0]
7355	If there is no cancer be sure to request the OncoTypeDX test.	[1, 0, 0, 0, 0, 0]
7356	I was in shock for the first few years.	[1, 0, 0, 0, 0, 0]
7357	The doctors and I are trying to determine the cause.	[1, 0, 0, 0, 0, 0]
7358	This infection was destroying my lung so the lobectomy was necessary, but if I hadn't had the surgery when I did, this could have become a life-threatening situation.	[1, 0, 0, 0, 0, 0]
7359	You are taking Taxol and I have read such horror stories about that drug.	[1, 0, 0, 0, 0, 0]
7360	"My opinion, only: It's the hair loss
It's the hormones drugs
It's the chemo treatments
It's all the various sucky side efforts of chemo
It's the waiting for phone calls from oncologist or staff
It's the fact that we are unable to do all things we did before chemo treatments
It's the fact that on most nights - I do not get more than 4 to 5 hours of sleep
my list can go on .. but I'll stop hereWe are FIGHTERS and WARRIORS .."	[1, 0, 0, 0, 0, 0]
7361	I found a peasize lump under my left nipple.	[1, 0, 0, 0, 1, 0]
7362	My dad, 91 years old, has lung cancer spread to liver and lymph nodes around esophagus.	[1, 0, 0, 0, 1, 0]
7363	Biopsy for 3 cancers in left lung upper lobe.	[1, 0, 0, 0, 0, 0]
7364	Big hugs and in my families prayers,  <PERSON>	[1, 0, 0, 0, 0, 0]
7365	for everyone else it has moved on, for me it is an alternate reality.	[1, 0, 0, 0, 0, 0]
7366	Wow--I was so apprehensive just an hour earlier that day.	[1, 0, 0, 0, 0, 0]
7367	I was stage 3 with 12 positive lymph nodes.	[1, 0, 0, 0, 0, 0]
7368	are you using <PERSON> juice or pills?	[1, 0, 0, 0, 0, 0]
7369	I had surgery to remove 2/3 of right lung.	[1, 0, 0, 0, 0, 0]
7370	Last year, Dr. <PERSON>, a well-known PCa oncologist, gave a presentation titled “Treating Advanced Prostate Cancer.” A 90 minute video was made of that talk.	[1, 0, 0, 0, 0, 0]
7371	It took from April until January to produce anything they could biopsy.	[1, 0, 0, 0, 0, 0]
7372	I currently take oxycodone to supress it but that doesn't work completely.	[1, 0, 0, 0, 0, 0]
7373	Hello <PERSON>.....I am concerned with your situation...it is very good news that the tumor did shrink from 9.6cm to 4.2cm.My question is, why was surgery not considered first.I have to ask..do you have mediastinal lymphnode involvement,and where is your tumor located.I thought if you are stage 3b, with lymph node involvment,surgery is not an option.Please clarify for me...I am sorry to hear of your peripheral neuropathy problems.	[1, 0, 0, 0, 0, 0]
7374	I was diagnosis in July due to a pleural effusion of the left lung.	[1, 0, 0, 0, 0, 0]
7375	Yes, it can be overwhelming, it IS overwhelming, especially when it seems that it never ends.	[1, 0, 0, 0, 1, 0]
7376	It is a natural psychological reaction to losing your breasts, but the sex drive does return.	[1, 0, 0, 0, 0, 0]
7377	the rads are for cancer cells left in bc area.	[1, 0, 0, 0, 0, 0]
7378	She is getting very anxius and depressed right now.	[1, 0, 0, 0, 1, 0]
7379	Taxol caused muscle and joint aches for me.	[1, 0, 0, 0, 0, 0]
7380	My mother is only 61 and way too young to die.	[1, 1, 0, 0, 1, 0]
7381	It was discovered after a motorcycle accident where I collided with the rear of a truck, totaling my bike.	[1, 0, 0, 0, 1, 0]
7382	The surgeon said surgery is not an option because of the fluid.	[1, 0, 0, 0, 0, 1]
7383	"Hope your last chemo ""recovery"" is easy on you."	[1, 0, 0, 0, 0, 0]
7384	I am also very afraid but it won't help me to constantly think about it, its not going to change anything.	[1, 0, 0, 0, 0, 0]
7385	If the flashbacks become bothersome, talk to your doctor about them.	[1, 0, 0, 0, 0, 0]
7386	The underarm which had radiation has no hair on the top half of my underarm, but has hair on the lower half.	[1, 0, 0, 0, 0, 0]
7387	If any one has an address or email, I would like to send condolences to her children.	[1, 0, 0, 0, 1, 0]
7388	Now I'm on the treatment countdown just hoping my throat can hold out.	[1, 0, 0, 0, 0, 0]
7389	It is a gamble, but just blindly having procedures is alot worse.	[1, 0, 0, 0, 0, 0]
7390	Although they have said he could expect a 1 year life expectancy it does not appear it will be any where close to that long.	[1, 0, 0, 0, 0, 0]
7391	I very well may be facing my first bronchoscopy in the very near future.	[1, 0, 0, 0, 0, 0]
7392	I’m going through a lot of life changes right now in addition to this (left my wife of 25 years, came out as gay, and have been having a lot of sex -safe only).Please help.	[1, 0, 0, 0, 0, 0]
7393	When my nodules were checked, the thoracic surgeon ran many different tests even though the cells were cancer.	[1, 0, 0, 0, 1, 0]
7394	I watched my father in law die from lung cancer he suffocated..	[1, 0, 0, 0, 0, 0]
7395	The cancer was discovered by accident and I have no symtoms.	[1, 0, 0, 0, 0, 0]
7396	Very nervous and scared it's in the lymph nodes.	[1, 0, 0, 0, 1, 0]
7397	Yesterday her heart rate dropped very low twice.	[1, 0, 0, 0, 0, 0]
7398	In the case of cancer cells of course they missed the first set of messed up baby cells.	[1, 0, 0, 0, 0, 0]
7399	Had a bone scan today to see where else in my bones it has spread to.	[1, 0, 0, 0, 0, 0]
7400	So many of them didn’t know what hit them, so many did.	[1, 0, 0, 0, 1, 0]
7401	His was discovered because of facial and neck swelling because the tumor was pressing on his superior vena cava.	[1, 0, 0, 0, 0, 0]
7402	We are bringing him home to pass away.	[1, 0, 0, 0, 0, 0]
7403	The goal is to keep it from spreading.	[1, 0, 0, 0, 0, 0]
7404	He just started radiation to his lung this week.	[1, 0, 0, 0, 0, 0]
7405	He just received his 3rd chemo treatment (carbo/alimta) on Thursday.	[1, 0, 0, 0, 0, 0]
7406	Resumed her 3 days of chemo last week.	[1, 0, 0, 0, 0, 0]
7407	the day i started my second course of chemo, when leaving the hospital i ran into two women at the elevator.	[1, 0, 0, 0, 0, 0]
7408	Its the kind of day where I cry every hour or so.	[1, 0, 0, 0, 1, 0]
7409	Dad will be meeting the Dr. on Saturday and I will keep you posted.	[1, 0, 0, 0, 0, 0]
7410	Nodules once identified should be checked by CT (xrays mean nothing) at least every six months until they have not changed for 3 years.	[1, 0, 0, 0, 0, 0]
7411	I spent one night in the hospital after my left breast mastectomy.	[1, 0, 0, 0, 0, 0]
7412	Hi Janius, thanks for taking the time to read my board.I first had renal cell carcinoma (kidney cancer) which spread to my lungs then to my brain.I was also told I show small signs of bone cancer which is what my <PERSON> died from.My oldest sister died from breast cancer after 4 years.She was so strong and has been a rock of strength for me.I hope you are well.GOD BLESS	[1, 0, 0, 0, 1, 0]
7413	im scared to go to sleep because he may stop breathing.	[1, 0, 0, 0, 0, 0]
7414	If it has reached the bones, try taking ibuprofen with the narcotics.	[1, 0, 0, 0, 0, 0]
7415	My son's best friend who is 25 has been diagnosed with stage 4 lung cancer.	[1, 0, 0, 0, 1, 1]
7416	"I am sure that this is scary, especially with the repeated discovery of ""new"" tumors."	[1, 0, 0, 0, 0, 0]
7417	From what I was told, it might take a month for them to really start helping, so, give it some time.	[1, 0, 0, 0, 0, 0]
7418	my dad was diagnosed w/ lung cancer non small cell stage 4 in june 2007. the cancer metastized to the brain and adrenal glands.	[1, 0, 0, 0, 0, 1]
7419	So glad you enjoyed a really uplifting day, dear J.Food for thought, eh?Kind regards, <PERSON>	[1, 0, 0, 0, 0, 0]
7420	The staging is confusing and difficult to read.	[1, 0, 0, 0, 1, 0]
7421	nurse said headaches were a side effect of avastin.	[1, 0, 0, 0, 0, 0]
7422	i have talked to many other men who have taken lupron and they have gone thru some terrible side effects.	[1, 0, 0, 0, 0, 0]
7423	I did the 3rd treatment and the neuropathy really got bad so the oncologist held off on giving me the final treatment of chemo and will do another pet scan on the 16th of this month.	[1, 0, 0, 0, 0, 0]
7424	When we reached the ER, doctors refused to give her blood thinners because an MRI scan in June showed her stage four lung cancer has progressed to brain mets.	[1, 0, 0, 0, 0, 0]
7425	We are all still in disbelief and would really appreciate some positive stories and just let us know that there can be light at the end of this long road he is going to face... We are going to find out the final results on Thursday as the preliminary results were Stage 3B... we are praying that the doctors will come back with better results.	[1, 0, 0, 0, 0, 0]
7426	I read the saying on this bookmark every time I need to, and my bookmark adds these words; Love, laugh, hope, dream, believe!	[1, 0, 1, 0, 0, 0]
7427	Most all of the cancer comes from my dad's side.	[1, 0, 0, 0, 0, 0]
7428	My 70 year old Father had 2 rounds of cyberknife for masses in the left lung.	[1, 0, 0, 0, 0, 0]
7429	I sounds like we are both taking the same treatments for the SCLC.	[1, 0, 0, 0, 0, 0]
7430	Therefore, I underwent the same chemo treatments you are scheduled for but did not require the radiation due to the size of my tumor.	[1, 0, 0, 0, 0, 0]
7431	It was cancer and they removed almost all of my left lung.	[1, 0, 0, 0, 0, 0]
7432	My periods took a holiday for about a years after chemo but then came back regular as clockwork.	[1, 0, 0, 0, 0, 0]
7433	Every time she goes for scans and it's time for those results, I get scared.	[1, 0, 0, 0, 0, 0]
7434	My mother had 4 daughters though I do have 6 half brothers.	[1, 0, 0, 0, 0, 0]
7435	Is this normal or should I be worried that there is more going on?	[1, 0, 0, 0, 0, 0]
7436	Vats is just to do a biospy more or less.	[1, 0, 0, 0, 0, 0]
7437	The circulation to my left arm was cut off, and it turned purple with gray spots.	[1, 0, 0, 0, 0, 1]
7438	If you don't feel comfortable with talking to your <PERSON>, call your PC.	[1, 0, 0, 0, 0, 0]
7439	Hoping your stomach is better and that you were feeling well enough for chemo.	[1, 0, 1, 0, 0, 0]
7440	It keeps me awake if I take it a bedtime.	[1, 0, 0, 0, 0, 0]
7441	Could someone be kind to explain, when you have mets to bone and brain can they shrink them away by having chemo,or do you need surgery?	[1, 0, 0, 0, 0, 0]
7442	That scared us...I know what kind of doctor that is.	[1, 0, 0, 0, 1, 0]
7443	My left knee is bone on bone and does hurt all the time.	[1, 0, 0, 0, 0, 0]
7444	My husband was recently diagnosed with stage III B Lung Cancer.	[1, 0, 0, 0, 0, 0]
